age,income,home_ownership_type,employment_length,loan_amount,loan_interest_rate,is_default,loan_to_income_ratio,has_defaulted_before,credit_history_length,debt_to_stability_ratio
21,46000,RENT,2.0,5200,17.27,1,0.11,1,4,0.1029
23,54000,MORTGAGE,7.0,5000,14.96,1,0.09,1,2,0.0405
22,52000,RENT,3.0,5200,,0,0.1,1,4,0.0721
23,54000,RENT,4.0,5200,11.71,0,0.1,0,2,0.0598
24,54000,RENT,7.0,5200,10.37,1,0.1,0,3,0.0463
22,60000,MORTGAGE,6.0,7000,7.14,0,0.12,0,3,0.0545
26,62000,RENT,1.0,5200,15.96,0,0.08,0,4,0.121
22,54000,MORTGAGE,6.0,12000,13.48,1,0.22,0,2,0.1038
22,60000,OWN,6.0,11500,7.88,0,0.19,0,2,0.0821
25,65000,RENT,0.0,5200,9.99,0,0.08,0,3,inf
23,60000,MORTGAGE,4.0,10000,,0,0.17,0,4,0.0941
23,15000,RENT,3.0,5175,12.18,1,0.34,0,2,0.2489
25,21000,RENT,0.0,5175,12.53,1,0.25,0,2,inf
25,60000,OWN,5.0,1200,13.85,0,0.02,0,2,0.0093
21,54000,RENT,5.0,5125,5.99,1,0.09,0,4,0.053
21,60000,MORTGAGE,5.0,5000,13.48,0,0.08,0,2,0.0423
22,60000,MORTGAGE,6.0,6000,13.11,0,0.1,1,4,0.0467
22,60000,RENT,2.0,5125,11.86,0,0.09,0,3,0.0777
26,28000,RENT,6.0,5100,11.89,0,0.18,0,4,0.0936
23,60000,OWN,2.0,18500,15.33,0,0.31,0,2,0.2339
25,60000,OWN,10.0,5500,10.99,0,0.09,0,2,0.0319
25,32000,RENT,4.0,5100,8.38,0,0.16,0,3,0.099
21,35368,RENT,0.0,5100,12.99,0,0.14,0,2,inf
21,37200,RENT,2.0,5100,7.49,0,0.14,0,4,0.1248
26,60000,MORTGAGE,3.0,11500,7.88,0,0.19,0,2,0.1257
25,45000,RENT,4.0,5100,10.0,0,0.11,0,4,0.0704
22,60000,MORTGAGE,6.0,5000,11.83,0,0.08,0,4,0.0389
22,60000,MORTGAGE,6.0,24250,15.31,0,0.4,1,2,0.1888
24,53000,RENT,5.0,5100,7.9,0,0.1,0,2,0.0537
26,56000,RENT,1.0,5100,8.0,0,0.09,0,4,0.1314
23,60000,MORTGAGE,7.0,2450,11.48,0,0.04,0,2,0.0179
23,60000,MORTGAGE,0.0,3000,19.13,0,0.05,0,2,inf
25,33600,RENT,5.0,5075,5.79,0,0.15,0,2,0.0843
22,36000,RENT,4.0,5075,,0,0.14,0,2,0.0876
23,60000,OWN,0.0,8000,12.53,0,0.13,0,2,inf
26,34000,RENT,8.0,5050,16.89,1,0.15,0,4,0.0676
25,66000,RENT,1.0,5050,11.49,0,0.08,0,2,0.1104
24,60000,OWN,9.0,15000,11.83,0,0.25,0,4,0.0905
23,60000,MORTGAGE,3.0,4500,7.4,0,0.07,0,3,0.0492
22,74000,RENT,4.0,5050,5.42,0,0.07,0,3,0.0424
22,40000,RENT,2.0,5025,13.43,0,0.13,0,2,0.1143
21,10000,RENT,0.0,5000,12.17,1,0.5,1,2,inf
22,60000,MORTGAGE,3.0,2000,7.4,0,0.03,0,2,0.0219
24,10668,RENT,0.0,5000,7.88,1,0.47,0,3,inf
24,10800,RENT,8.0,5000,7.88,1,0.46,0,2,0.2107
23,60000,MORTGAGE,0.0,5000,,0,0.08,0,2,inf
21,12000,RENT,5.0,5000,11.49,1,0.42,0,2,0.2325
23,60000,MORTGAGE,7.0,20000,12.18,0,0.33,0,4,0.1457
24,13000,RENT,0.0,5000,8.0,1,0.38,0,2,inf
23,60000,MORTGAGE,7.0,2000,14.26,0,0.03,1,3,0.0146
21,14400,RENT,3.0,5000,13.72,1,0.35,0,4,0.2505
23,14400,RENT,2.0,5000,6.91,1,0.35,0,3,0.3161
26,60000,MORTGAGE,10.0,1200,7.4,0,0.02,0,4,0.0076
25,60000,OWN,3.0,16000,13.57,0,0.27,1,4,0.1603
22,15000,RENT,0.0,5000,,1,0.33,1,4,inf
25,60000,MORTGAGE,9.0,10200,13.92,0,0.17,1,4,0.0671
23,60000,OWN,4.0,10000,13.22,0,0.17,0,4,0.0863
24,60000,MORTGAGE,3.0,4000,12.18,0,0.07,0,2,0.0437
22,54000,MORTGAGE,1.0,10000,14.61,1,0.19,1,4,0.2429
26,15600,RENT,5.0,5000,5.99,1,0.32,0,3,0.1789
22,54000,MORTGAGE,3.0,22750,,1,0.42,1,2,0.2763
22,60000,MORTGAGE,6.0,5000,14.61,0,0.08,1,3,0.0389
22,60000,OTHER,6.0,8000,16.0,0,0.13,0,2,0.0761
25,15600,RENT,6.0,5000,10.75,1,0.32,0,3,0.1647
23,60000,MORTGAGE,6.0,3350,,0,0.06,0,4,0.0261
23,60000,MORTGAGE,7.0,9500,12.53,0,0.16,0,2,0.0692
26,16120,RENT,2.0,5000,11.58,1,0.31,0,3,0.2823
26,60000,MORTGAGE,10.0,6000,8.94,0,0.1,0,4,0.0379
22,16320,RENT,0.0,5000,12.53,1,0.31,0,2,inf
24,60000,MORTGAGE,0.0,8000,15.65,0,0.13,0,3,inf
24,60000,MORTGAGE,6.0,14000,8.94,0,0.23,0,2,0.109
26,60000,MORTGAGE,5.0,6000,11.83,0,0.1,0,2,0.0507
26,16800,RENT,0.0,5000,,1,0.3,0,4,inf
24,16800,RENT,1.0,5000,14.22,1,0.3,1,4,0.4294
22,54000,MORTGAGE,0.0,4000,11.14,1,0.07,0,3,inf
25,54000,MORTGAGE,9.0,12000,12.53,1,0.22,0,4,0.0877
23,17004,RENT,3.0,5000,6.54,1,0.29,0,2,0.2121
25,60000,OTHER,3.0,5000,11.14,0,0.08,0,3,0.0668
22,17720,RENT,6.0,5000,9.62,1,0.28,0,4,0.145
22,60000,MORTGAGE,6.0,12900,11.14,0,0.21,0,4,0.1004
23,18000,RENT,0.0,5000,8.59,1,0.28,0,4,inf
21,18492,RENT,0.0,5000,12.92,1,0.27,1,3,inf
23,60000,MORTGAGE,1.0,13200,13.16,0,0.22,1,2,0.2885
25,60000,MORTGAGE,2.0,1800,12.21,0,0.03,0,2,0.0248
25,19200,RENT,3.0,5000,10.99,1,0.26,0,3,0.1879
22,60000,MORTGAGE,5.0,20000,12.21,0,0.33,0,3,0.1691
24,19200,RENT,2.0,5000,,1,0.26,0,3,0.237
25,19200,RENT,0.0,5000,9.62,1,0.26,0,2,inf
22,60000,MORTGAGE,7.0,10000,,0,0.17,0,3,0.0729
25,19800,RENT,0.0,5000,13.49,1,0.25,1,4,inf
23,60000,MORTGAGE,6.0,11500,11.26,0,0.19,0,2,0.0895
21,19968,RENT,4.0,5000,,1,0.25,0,3,0.1556
24,60000,MORTGAGE,8.0,10000,14.42,0,0.17,0,4,0.069
24,60000,MORTGAGE,7.0,10000,9.63,0,0.17,0,2,0.0729
24,60000,MORTGAGE,8.0,2800,9.32,0,0.05,0,4,0.0193
25,60000,OWN,9.0,3000,13.79,0,0.05,1,2,0.0181
22,60000,MORTGAGE,6.0,9000,13.79,0,0.15,1,2,0.0701
22,20000,RENT,2.0,5000,11.86,0,0.25,0,4,0.2276
21,20000,RENT,2.0,5000,10.39,0,0.25,0,2,0.2276
24,54000,MORTGAGE,8.0,1500,14.42,1,0.03,1,2,0.0115
22,60000,MORTGAGE,4.0,16750,12.53,0,0.28,0,2,0.1577
22,60000,MORTGAGE,3.0,10000,8.0,0,0.17,0,4,0.1093
21,21000,RENT,5.0,5000,20.89,1,0.24,0,2,0.1329
25,60000,MORTGAGE,8.0,8000,,0,0.13,0,3,0.0552
24,54000,MORTGAGE,9.0,10000,9.63,1,0.19,0,2,0.0731
26,21000,RENT,3.0,5000,6.99,0,0.24,0,3,0.1717
21,21000,RENT,2.0,5000,6.91,0,0.24,0,4,0.2167
23,54000,OTHER,7.0,16000,16.32,1,0.3,0,3,0.1583
24,21000,RENT,0.0,5000,8.63,0,0.24,0,2,inf
24,21120,RENT,3.0,5000,11.71,1,0.24,0,2,0.1708
25,21600,RENT,0.0,5000,17.58,1,0.23,1,3,inf
24,60000,MORTGAGE,0.0,15000,11.89,0,0.25,0,2,inf
26,21600,RENT,0.0,5000,9.99,0,0.23,0,4,inf
25,60000,MORTGAGE,2.0,10000,12.21,0,0.17,0,3,0.1379
23,21600,RENT,5.0,5000,13.06,1,0.23,1,4,0.1292
24,21648,RENT,8.0,5000,6.99,0,0.23,0,3,0.1051
26,54000,MORTGAGE,2.0,8000,11.89,1,0.15,0,2,0.1226
22,60000,MORTGAGE,4.0,3000,13.16,0,0.05,0,2,0.0282
23,60000,MORTGAGE,0.0,10000,11.26,0,0.17,0,3,inf
21,22000,RENT,5.0,5000,15.7,0,0.23,1,3,0.1268
22,60000,MORTGAGE,2.0,1000,9.63,0,0.02,0,3,0.0138
25,22000,RENT,3.0,5000,16.32,1,0.23,0,3,0.1639
25,60000,MORTGAGE,9.0,10000,10.83,0,0.17,0,4,0.0658
22,22800,RENT,4.0,5000,13.85,0,0.22,1,2,0.1363
26,22800,RENT,4.0,5000,13.57,0,0.22,0,4,0.1363
23,22944,RENT,7.0,5000,11.11,0,0.22,0,3,0.1048
24,22992,RENT,1.0,5000,13.06,1,0.22,1,3,0.3137
24,23000,RENT,1.0,5000,,0,0.22,1,2,0.3136
24,23000,RENT,2.0,5000,,0,0.22,0,4,0.1979
23,24000,RENT,0.0,5000,14.27,1,0.21,1,2,inf
22,60000,MORTGAGE,6.0,1600,11.66,0,0.03,0,4,0.0125
26,24000,RENT,0.0,5000,8.9,0,0.21,0,2,inf
24,24000,RENT,4.0,5000,7.51,0,0.21,0,2,0.1294
23,24000,RENT,4.0,5000,6.62,0,0.21,0,4,0.1294
22,24000,RENT,4.0,5000,16.49,0,0.21,0,4,0.1294
23,54000,MORTGAGE,3.0,7500,11.03,1,0.14,1,3,0.0911
23,60000,MORTGAGE,0.0,7500,8.0,0,0.13,0,2,inf
21,24000,RENT,5.0,5000,,0,0.21,0,4,0.1163
21,24000,RENT,3.0,5000,,1,0.21,1,2,0.1503
23,60000,MORTGAGE,1.0,9900,9.76,0,0.17,0,3,0.2164
22,60000,MORTGAGE,1.0,7500,11.66,0,0.13,0,2,0.1639
23,60000,MORTGAGE,7.0,6000,9.45,0,0.1,0,2,0.0437
25,24000,RENT,3.0,5000,6.92,0,0.21,0,4,0.1503
22,60000,MORTGAGE,1.0,17000,9.45,0,0.28,0,4,0.3716
26,60000,MORTGAGE,0.0,9800,7.75,0,0.16,0,3,inf
22,60000,MORTGAGE,6.0,8000,8.07,0,0.13,0,4,0.0623
21,24000,RENT,2.0,5000,12.98,0,0.21,0,2,0.1896
25,24000,RENT,2.0,5000,12.61,0,0.21,0,3,0.1896
23,24000,RENT,5.0,5000,10.75,0,0.21,0,3,0.1163
23,24000,RENT,4.0,5000,10.62,0,0.21,0,4,0.1294
23,24000,RENT,1.0,5000,11.48,0,0.21,0,4,0.3006
22,24000,RENT,2.0,5000,8.94,0,0.21,0,3,0.1896
22,24044,RENT,2.0,5000,8.9,0,0.21,0,3,0.1893
24,60204,MORTGAGE,8.0,10000,7.49,0,0.17,0,4,0.0687
21,24996,RENT,0.0,5000,,1,0.2,0,3,inf
21,24996,RENT,2.0,5000,16.45,1,0.2,0,4,0.1821
22,24996,RENT,3.0,5000,,1,0.2,1,3,0.1443
21,24996,RENT,1.0,5000,,0,0.2,1,3,0.2886
26,25000,RENT,2.0,5000,12.69,0,0.2,0,3,0.182
22,60400,MORTGAGE,0.0,24000,6.54,0,0.4,0,3,inf
24,60400,OWN,5.0,5500,8.0,0,0.09,0,2,0.0424
24,54417,MORTGAGE,1.0,9525,11.66,1,0.18,1,3,0.2296
23,25000,RENT,1.0,5000,10.99,0,0.2,0,4,0.2885
24,25000,RENT,5.0,5000,,0,0.2,0,4,0.1116
25,60500,OWN,6.0,17000,12.42,0,0.28,0,2,0.1203
23,60500,MORTGAGE,4.0,5000,14.27,0,0.08,1,3,0.0467
23,25000,RENT,0.0,5000,6.91,0,0.2,0,3,inf
24,54500,MORTGAGE,7.0,8000,17.49,1,0.15,0,4,0.0642
24,25000,RENT,3.0,5000,7.14,0,0.2,0,2,0.1443
22,60500,MORTGAGE,6.0,12000,8.94,0,0.2,0,3,0.0927
23,25000,RENT,8.0,5000,10.62,0,0.2,0,3,0.091
24,60500,MORTGAGE,8.0,6000,7.68,0,0.1,0,4,0.041
24,25000,RENT,2.0,5000,8.94,1,0.2,0,2,0.182
22,60612,MORTGAGE,2.0,18000,13.72,0,0.3,1,3,0.2457
22,60612,MORTGAGE,6.0,5300,,0,0.09,0,4,0.0409
21,25000,RENT,0.0,5000,12.86,1,0.2,1,2,inf
25,60626,MORTGAGE,4.0,2500,6.92,0,0.04,0,3,0.0233
22,60635,MORTGAGE,5.0,6800,13.49,0,0.11,1,2,0.0569
23,60785,MORTGAGE,7.0,10625,13.99,0,0.17,0,2,0.0764
22,26000,RENT,6.0,5000,11.99,0,0.19,0,2,0.0988
26,60996,MORTGAGE,2.0,12000,12.21,0,0.2,0,4,0.1628
24,26400,RENT,5.0,5000,7.9,0,0.19,0,4,0.1057
21,26400,RENT,2.0,5000,13.49,0,0.19,1,2,0.1724
25,61000,OWN,2.0,15000,14.65,0,0.25,1,3,0.1865
23,26400,RENT,3.0,5000,15.99,0,0.19,0,3,0.1366
22,61000,MORTGAGE,6.0,12000,13.49,0,0.2,0,2,0.0919
21,27000,RENT,5.0,5000,5.42,0,0.19,0,3,0.1034
25,55000,MORTGAGE,4.0,9000,16.77,1,0.16,1,2,0.0924
23,61000,OWN,1.0,12000,11.71,0,0.2,0,2,0.2365
23,27000,RENT,2.0,5000,16.77,1,0.19,1,2,0.1686
22,61000,MORTGAGE,6.0,2100,6.62,0,0.03,0,3,0.0161
24,55000,MORTGAGE,8.0,6000,11.99,1,0.11,0,2,0.0451
21,61000,MORTGAGE,6.0,6000,,0,0.1,0,3,0.046
22,27000,RENT,0.0,5000,,1,0.19,1,2,inf
22,27000,RENT,6.0,5000,9.32,0,0.19,0,2,0.0952
22,27000,RENT,1.0,5000,10.08,0,0.19,0,2,0.2672
25,27096,RENT,7.0,5000,7.9,1,0.18,0,2,0.0887
21,27200,RENT,0.0,5000,,0,0.18,0,3,inf
22,61000,MORTGAGE,1.0,8000,11.49,0,0.13,0,2,0.172
23,61000,MORTGAGE,2.0,18400,19.29,0,0.3,0,2,0.2496
26,61000,MORTGAGE,10.0,12000,10.99,0,0.2,0,3,0.0746
22,61000,MORTGAGE,6.0,12000,7.49,0,0.2,0,2,0.0919
26,61000,MORTGAGE,4.0,8000,7.49,0,0.13,0,2,0.0741
22,27264,RENT,4.0,5000,13.11,0,0.18,1,3,0.1139
24,61000,MORTGAGE,7.0,3000,15.62,0,0.05,0,3,0.0215
22,27360,RENT,5.0,5000,7.51,0,0.18,0,2,0.102
24,27500,RENT,0.0,5000,15.07,1,0.18,1,4,inf
26,61000,MORTGAGE,10.0,4200,7.29,0,0.07,0,4,0.0261
22,61000,MORTGAGE,6.0,12000,7.29,0,0.2,0,3,0.0919
22,62000,RENT,6.0,8000,5.42,0,0.13,0,3,0.0663
24,61000,MORTGAGE,4.0,10000,15.65,0,0.16,0,3,0.0926
25,61000,MORTGAGE,4.0,7000,5.79,0,0.11,0,4,0.0648
22,61000,MORTGAGE,1.0,8000,5.79,0,0.13,0,4,0.172
26,62000,RENT,7.0,8000,12.99,0,0.13,0,4,0.0621
26,61000,MORTGAGE,8.0,21000,,0,0.34,0,2,0.1424
26,55000,MORTGAGE,4.0,10000,7.51,1,0.18,0,3,0.1027
22,61000,MORTGAGE,2.0,18200,7.51,0,0.3,0,4,0.2469
22,62000,RENT,2.0,8000,12.68,0,0.13,1,4,0.1175
23,55000,MORTGAGE,6.0,10000,15.33,1,0.18,0,2,0.0849
25,61000,MORTGAGE,9.0,15000,9.88,0,0.25,0,2,0.0971
26,61000,MORTGAGE,3.0,7500,10.25,0,0.12,0,4,0.0806
24,62000,RENT,3.0,8000,11.14,0,0.13,0,4,0.0931
22,61000,MORTGAGE,1.0,21000,14.26,0,0.34,1,4,0.4515
24,56400,RENT,4.0,8000,14.96,1,0.14,1,2,0.0881
26,61000,MORTGAGE,5.0,19200,11.48,0,0.31,0,3,0.1597
26,63000,RENT,2.0,8000,12.53,0,0.13,0,2,0.1156
25,63900,RENT,1.0,8000,6.03,0,0.13,0,2,0.1806
24,64000,RENT,8.0,8000,7.9,0,0.13,0,2,0.0569
24,61080,MORTGAGE,8.0,25000,10.59,0,0.41,0,3,0.1693
23,64000,RENT,5.0,8000,10.0,0,0.13,0,2,0.0698
24,61147,MORTGAGE,5.0,17000,6.03,0,0.28,0,4,0.1411
23,65000,RENT,2.0,8000,6.62,0,0.12,0,4,0.112
24,61193,MORTGAGE,5.0,6400,8.59,0,0.1,0,3,0.0531
24,65000,RENT,3.0,8000,12.69,0,0.12,0,3,0.0888
22,65000,RENT,0.0,8000,10.59,0,0.12,0,2,inf
26,65000,RENT,4.0,8000,6.92,0,0.12,0,4,0.0765
23,61200,MORTGAGE,2.0,9000,,0,0.15,0,2,0.1217
24,65000,RENT,5.0,8000,9.63,0,0.12,0,3,0.0687
25,61200,MORTGAGE,1.0,5650,7.66,0,0.09,0,4,0.1211
25,61200,MORTGAGE,10.0,5200,5.42,0,0.08,0,4,0.0322
22,65000,RENT,7.0,8000,6.54,0,0.12,0,4,0.0592
23,61200,MORTGAGE,2.0,10000,7.88,0,0.16,0,3,0.1352
23,55200,MORTGAGE,1.0,15250,15.68,1,0.28,0,2,0.3623
24,55200,MORTGAGE,0.0,6000,14.42,1,0.11,1,2,inf
26,61200,OWN,4.0,1500,12.84,0,0.02,1,2,0.0127
24,61200,MORTGAGE,5.0,5100,10.51,0,0.08,0,2,0.0423
22,55200,MORTGAGE,6.0,7200,,1,0.13,0,4,0.0609
24,55200,MORTGAGE,8.0,9600,10.78,1,0.17,0,4,0.072
23,65000,RENT,2.0,8000,14.72,0,0.12,1,2,0.112
23,65000,RENT,6.0,8000,9.32,0,0.12,0,3,0.0632
24,61289,MORTGAGE,8.0,2000,11.49,0,0.03,0,4,0.0135
23,61300,OWN,1.0,9000,16.49,0,0.15,1,3,0.1765
22,61300,MORTGAGE,4.0,13000,9.63,0,0.21,0,3,0.1198
23,61360,OWN,3.0,6125,8.59,0,0.1,0,4,0.06
23,55365,MORTGAGE,4.0,25000,19.04,1,0.45,0,4,0.2551
24,65004,RENT,4.0,8000,8.49,0,0.12,0,2,0.0765
21,55400,MORTGAGE,5.0,5000,14.27,1,0.09,0,4,0.0458
23,55400,MORTGAGE,1.0,5500,14.61,1,0.1,0,2,0.1302
22,61402,MORTGAGE,7.0,10800,9.99,0,0.18,0,2,0.0769
23,61440,OWN,6.0,2500,,0,0.04,0,3,0.0174
21,65500,RENT,6.0,8000,12.84,0,0.12,1,2,0.0628
23,61498,MORTGAGE,5.0,5000,11.36,0,0.08,0,2,0.0413
22,61500,MORTGAGE,5.0,30000,6.62,0,0.49,0,3,0.2475
26,67000,RENT,9.0,8000,7.14,0,0.12,0,2,0.0519
24,61500,MORTGAGE,8.0,3200,11.49,0,0.05,0,2,0.0215
22,61547,OWN,1.0,24250,14.96,0,0.39,1,3,0.4737
23,61615,MORTGAGE,4.0,13000,10.62,0,0.21,0,4,0.1192
24,61650,MORTGAGE,4.0,6500,6.03,0,0.11,0,4,0.0596
25,70000,RENT,4.0,8000,15.96,0,0.11,1,3,0.071
24,61717,OWN,8.0,3200,7.68,0,0.05,0,4,0.0197
24,61781,MORTGAGE,6.0,17800,10.25,0,0.29,0,3,0.1346
24,70000,RENT,8.0,8000,11.71,0,0.11,0,3,0.052
24,61800,MORTGAGE,0.0,1500,6.54,0,0.02,0,2,inf
25,61800,OWN,1.0,4000,7.75,0,0.06,0,4,0.0778
26,70000,RENT,10.0,8000,7.9,0,0.11,0,4,0.0477
26,70000,RENT,8.0,8000,15.96,0,0.11,1,3,0.052
22,70000,RENT,6.0,8000,6.99,0,0.11,0,2,0.0587
23,70000,RENT,5.0,8000,11.99,0,0.11,0,4,0.0638
25,64000,RENT,7.0,8000,15.28,1,0.13,1,4,0.0601
23,70000,RENT,4.0,8000,16.02,0,0.11,0,2,0.071
26,62000,MORTGAGE,0.0,12000,7.9,0,0.19,0,2,inf
22,70000,RENT,0.0,8000,7.66,0,0.11,0,4,inf
23,62000,MORTGAGE,3.0,4000,8.9,0,0.06,0,2,0.0423
22,64000,RENT,0.0,8000,14.84,1,0.13,0,2,inf
24,70000,RENT,2.0,8000,14.72,0,0.11,1,3,0.104
25,70000,RENT,3.0,8000,14.26,0,0.11,0,4,0.0824
26,62000,MORTGAGE,1.0,8400,6.62,0,0.14,0,4,0.1777
26,71000,RENT,10.0,8000,13.49,0,0.11,1,4,0.047
24,62000,MORTGAGE,7.0,6200,,0,0.1,0,3,0.0437
23,62000,MORTGAGE,6.0,1800,11.71,0,0.03,0,3,0.0136
22,62000,MORTGAGE,2.0,13000,15.27,0,0.21,1,2,0.1735
25,72000,RENT,2.0,8000,7.9,0,0.11,0,4,0.1011
22,72000,RENT,2.0,8000,7.9,0,0.11,0,4,0.1011
22,62000,MORTGAGE,6.0,15075,6.03,0,0.24,0,2,0.1136
22,66000,RENT,6.0,8000,14.65,1,0.12,1,4,0.0623
24,62000,MORTGAGE,8.0,5875,6.03,0,0.09,0,2,0.0392
22,72000,RENT,0.0,8000,7.9,0,0.11,0,4,inf
21,62000,MORTGAGE,2.0,6000,7.51,0,0.1,0,2,0.0801
22,62000,MORTGAGE,3.0,2000,6.03,0,0.03,0,3,0.0212
23,62000,MORTGAGE,1.0,10000,7.9,0,0.16,0,3,0.2115
22,62000,MORTGAGE,6.0,5000,6.03,0,0.08,0,4,0.0377
24,62000,MORTGAGE,8.0,10000,13.99,0,0.16,1,4,0.0667
25,62000,MORTGAGE,7.0,12000,5.42,0,0.19,0,2,0.0846
24,72000,RENT,5.0,8000,10.0,0,0.11,0,3,0.062
25,62000,MORTGAGE,9.0,8500,10.99,0,0.14,0,2,0.0541
23,62000,OWN,2.0,5575,,0,0.09,0,3,0.0682
24,74000,RENT,7.0,8000,15.62,0,0.11,1,2,0.052
26,74000,RENT,2.0,8000,13.92,0,0.11,0,3,0.0984
23,62000,MORTGAGE,2.0,5000,5.42,0,0.08,0,3,0.0667
23,75000,RENT,2.0,8000,7.9,0,0.11,0,4,0.0971
24,62000,MORTGAGE,8.0,10000,7.49,0,0.16,0,3,0.0667
22,75000,RENT,0.0,8000,5.99,0,0.11,0,3,inf
23,75000,RENT,5.0,8000,10.74,0,0.11,0,3,0.0595
25,62000,MORTGAGE,9.0,3000,12.99,0,0.05,0,2,0.0191
23,62000,MORTGAGE,3.0,9000,,0,0.15,0,4,0.0952
23,75000,RENT,5.0,8000,13.79,0,0.11,0,3,0.0595
24,75000,RENT,5.0,8000,15.37,0,0.11,1,3,0.0595
22,62000,MORTGAGE,2.0,10000,5.99,0,0.16,0,4,0.1335
25,69000,RENT,1.0,8000,13.99,1,0.12,1,2,0.1673
23,75638,RENT,2.0,8000,5.99,0,0.11,0,4,0.0963
26,76000,RENT,6.0,8000,13.11,0,0.11,0,3,0.0541
25,76460,RENT,1.0,8000,6.03,0,0.1,0,3,0.1509
24,77000,RENT,2.0,8000,7.51,0,0.1,0,3,0.0946
22,62000,MORTGAGE,5.0,9000,10.0,0,0.15,0,2,0.0737
22,78000,RENT,3.0,8000,13.79,0,0.1,1,4,0.074
26,62000,MORTGAGE,10.0,10000,13.43,0,0.16,1,2,0.0611
23,56000,MORTGAGE,7.0,8000,14.54,1,0.14,1,2,0.0625
24,79000,RENT,0.0,8000,11.49,0,0.1,0,2,inf
23,80000,RENT,5.0,8000,7.9,0,0.1,0,3,0.0558
24,62000,MORTGAGE,6.0,10000,10.74,0,0.16,0,2,0.0754
24,62000,MORTGAGE,8.0,7750,10.0,0,0.13,0,2,0.0517
22,80000,RENT,3.0,8000,18.39,0,0.1,1,3,0.0721
26,80000,RENT,0.0,8000,5.99,0,0.1,0,2,inf
24,62000,MORTGAGE,1.0,20000,,0,0.32,0,4,0.4231
25,74000,RENT,9.0,8000,7.29,1,0.11,0,3,0.047
23,62000,MORTGAGE,0.0,18000,14.46,0,0.29,1,3,inf
23,62000,MORTGAGE,2.0,10000,,0,0.16,0,2,0.1335
22,62000,MORTGAGE,6.0,1500,6.91,0,0.02,0,2,0.0113
26,80000,RENT,0.0,8000,12.73,0,0.1,1,3,inf
22,62000,MORTGAGE,6.0,17000,6.91,0,0.27,0,3,0.1281
24,81600,RENT,5.0,8000,12.84,0,0.1,1,2,0.0547
26,82000,RENT,5.0,8000,10.99,0,0.1,0,3,0.0544
26,62000,MORTGAGE,5.0,10000,7.88,0,0.16,0,2,0.0818
26,76000,RENT,6.0,8000,13.48,1,0.11,1,4,0.0541
25,56000,MORTGAGE,7.0,2000,11.49,1,0.04,0,3,0.0156
26,62000,MORTGAGE,4.0,20000,10.38,0,0.32,0,4,0.1822
25,62000,MORTGAGE,9.0,2100,11.86,0,0.03,0,2,0.0134
24,56000,MORTGAGE,1.0,10000,14.35,1,0.18,0,4,0.2342
22,66300,RENT,4.0,8000,18.39,1,0.1,0,4,0.075
22,84996,RENT,2.0,8000,13.92,0,0.09,1,3,0.0857
25,62000,MORTGAGE,6.0,6000,7.88,0,0.1,0,4,0.0452
24,85000,RENT,0.0,8000,13.06,0,0.09,1,2,inf
25,62000,MORTGAGE,5.0,10000,7.88,0,0.16,0,3,0.0818
23,62000,MORTGAGE,7.0,11200,7.88,0,0.18,0,4,0.079
21,56000,MORTGAGE,5.0,18000,10.25,1,0.32,0,2,0.1631
22,86004,RENT,6.0,8000,13.92,0,0.09,1,2,0.0478
26,86502,RENT,7.0,8000,10.36,0,0.09,0,3,0.0445
22,62000,MORTGAGE,6.0,5000,8.59,0,0.08,0,4,0.0377
25,87000,RENT,3.0,8000,10.37,0,0.09,0,2,0.0663
25,62000,OWN,7.0,3500,13.57,0,0.06,0,4,0.0226
23,62000,MORTGAGE,4.0,10000,12.18,0,0.16,0,2,0.0911
22,62000,MORTGAGE,2.0,6000,13.92,0,0.1,0,4,0.0801
23,62000,MORTGAGE,2.0,5000,13.57,0,0.08,1,3,0.0667
23,76500,RENT,0.0,8000,14.26,1,0.1,0,4,inf
26,62000,MORTGAGE,2.0,12000,,0,0.19,0,4,0.1602
26,90000,RENT,3.0,8000,14.27,0,0.09,0,3,0.0641
24,62000,MORTGAGE,8.0,20000,16.7,0,0.32,0,2,0.1335
22,90000,RENT,0.0,8000,7.49,0,0.09,0,3,inf
23,62000,MORTGAGE,1.0,6500,10.95,0,0.1,0,3,0.1375
22,62000,OWN,1.0,10000,11.58,0,0.16,0,2,0.1939
23,90000,RENT,5.0,8000,6.92,0,0.09,0,3,0.0496
23,90000,RENT,0.0,8000,13.35,0,0.09,1,3,inf
22,90000,RENT,5.0,8000,,0,0.09,0,3,0.0496
22,56000,MORTGAGE,5.0,15000,16.0,1,0.27,1,4,0.1359
22,91000,RENT,6.0,8000,6.92,0,0.09,0,4,0.0452
22,91000,RENT,2.0,8000,11.86,0,0.09,0,3,0.08
23,92004,RENT,2.0,8000,11.49,0,0.09,0,4,0.0791
22,62000,MORTGAGE,2.0,7500,13.87,0,0.12,0,3,0.1001
23,62000,MORTGAGE,7.0,6400,10.08,0,0.1,0,2,0.0451
24,62000,MORTGAGE,2.0,8000,10.08,0,0.13,0,3,0.1068
23,62000,MORTGAGE,4.0,9600,9.2,0,0.15,0,2,0.0875
25,95000,RENT,4.0,8000,15.23,0,0.08,0,4,0.0523
25,95000,RENT,8.0,8000,10.99,0,0.08,0,3,0.0383
25,95000,RENT,3.0,8000,13.8,0,0.08,0,3,0.0607
